path,ex0,ey0,ex1,ey1,ex2,ey2,ex3,ey3,ex4,ey4,ex5,ey5,lane
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280183_000194.jpg,0.988,-0.101,1.860,-0.089,2.731,-0.077,3.648,-0.068,4.519,-0.056,5.391,-0.044,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280184_000195.jpg,0.004,1.630,-0.014,2.502,-0.033,3.373,-0.091,4.501,-0.067,5.162,-0.104,5.350,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280184_000196.jpg,0.874,-0.058,1.790,-0.040,2.662,-0.018,3.533,0.004,4.450,0.022,5.321,0.044,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280184_000197.jpg,0.012,-0.716,0.029,-1.633,0.050,-2.505,0.071,-3.376,0.088,-4.293,0.109,-5.164,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280184_000198.jpg,0.011,-0.929,0.029,-1.846,0.050,-2.717,0.071,-3.589,0.089,-4.505,0.110,-5.377,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280184_000199.jpg,0.004,-0.089,-0.018,0.783,-0.039,1.654,-0.057,2.571,-0.078,3.442,-0.129,5.000,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280184_000200.jpg,0.956,-0.044,1.828,-0.023,2.699,-0.002,3.616,0.016,4.487,0.037,5.358,0.058,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280184_000201.jpg,1.049,-0.043,2.649,-0.054,3.520,-0.039,4.391,-0.025,5.520,0.028,6.180,0.001,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280184_000202.jpg,0.822,-0.064,2.421,-0.088,3.292,-0.080,4.164,-0.072,5.293,-0.029,5.953,-0.061,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280184_000203.jpg,0.773,-0.105,1.642,-0.103,2.516,-0.101,3.432,-0.104,4.302,-0.103,5.175,-0.101,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280185_000204.jpg,1.145,-0.076,1.118,-0.126,1.990,-0.130,2.861,-0.133,3.778,-0.142,4.650,-0.146,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280185_000205.jpg,0.730,-0.121,1.601,-0.130,2.518,-0.144,3.389,-0.153,4.261,-0.161,5.133,-0.170,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280185_000206.jpg,1.572,-0.158,2.444,-0.166,3.315,-0.175,4.445,-0.153,5.104,-0.197,5.294,-0.166,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280185_000207.jpg,0.845,-0.136,1.717,-0.144,2.588,-0.151,3.460,-0.159,4.376,-0.171,5.248,-0.179,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280185_000208.jpg,0.960,-0.127,1.877,-0.140,2.749,-0.148,3.620,-0.155,4.492,-0.163,5.408,-0.175,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280185_000209.jpg,0.084,-0.142,0.955,-0.149,1.827,-0.156,2.743,-0.169,3.615,-0.176,5.173,-0.178,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280185_000211.jpg,0.866,-0.145,1.737,-0.152,2.609,-0.159,3.526,-0.171,4.397,-0.178,5.956,-0.179,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280185_000212.jpg,1.026,-0.141,1.898,-0.148,2.769,-0.155,3.641,-0.161,4.558,-0.174,5.429,-0.181,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280185_000213.jpg,0.933,-0.156,1.850,-0.168,2.721,-0.175,4.280,-0.175,5.409,-0.150,6.068,-0.193,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280186_000214.jpg,0.726,-0.157,1.642,-0.168,2.514,-0.175,4.072,-0.174,5.201,-0.149,5.861,-0.193,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280186_000215.jpg,0.885,-0.152,1.757,-0.159,2.673,-0.170,3.545,-0.176,5.104,-0.176,6.020,-0.187,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280186_000216.jpg,1.045,-0.147,1.916,-0.153,2.788,-0.160,3.704,-0.171,4.576,-0.177,5.448,-0.183,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280186_000217.jpg,0.836,-0.148,1.708,-0.154,2.579,-0.159,3.496,-0.170,4.368,-0.176,5.239,-0.182,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280186_000218.jpg,0.811,-0.158,1.682,-0.160,3.240,-0.151,4.369,-0.120,5.029,-0.159,5.901,-0.161,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280186_000219.jpg,0.925,-0.127,1.842,-0.125,2.714,-0.120,4.272,-0.098,5.189,-0.097,6.060,-0.091,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280186_000220.jpg,0.716,-0.111,1.633,-0.103,2.505,-0.092,4.063,-0.059,4.979,-0.051,5.851,-0.040,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280186_000221.jpg,0.853,-0.082,1.725,-0.064,2.642,-0.050,3.513,-0.032,4.384,-0.014,5.301,0.001,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280186_000222.jpg,0.826,-0.081,2.383,-0.026,3.511,0.039,4.171,0.019,5.042,0.043,6.168,0.107,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280186_000223.jpg,0.962,-0.036,1.833,-0.001,3.390,0.072,4.306,0.103,5.177,0.137,6.048,0.172,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280187_000224.jpg,0.753,-0.001,1.623,0.046,3.178,0.143,4.094,0.188,4.964,0.235,5.834,0.283,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280187_000225.jpg,0.862,0.062,1.777,0.120,2.647,0.179,3.516,0.239,4.431,0.296,5.301,0.356,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280187_000226.jpg,1.492,0.149,2.615,0.273,3.275,0.288,4.144,0.357,5.265,0.481,5.928,0.496,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280187_000227.jpg,0.912,0.126,1.825,0.200,2.012,0.250,2.926,0.323,3.794,0.398,4.663,0.472,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280187_000228.jpg,0.746,0.142,2.297,0.293,3.210,0.370,4.078,0.448,4.946,0.526,6.068,0.660,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280187_000230.jpg,0.117,0.137,0.985,0.211,1.899,0.284,2.768,0.358,3.636,0.432,4.550,0.505,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280188_000233.jpg,1.116,0.229,1.777,0.231,2.647,0.285,3.770,0.388,4.433,0.391,5.302,0.445,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280188_000235.jpg,0.852,0.139,1.723,0.167,2.594,0.195,3.510,0.220,4.381,0.248,5.253,0.276,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280188_000236.jpg,0.079,0.109,0.996,0.121,1.868,0.137,2.739,0.152,3.611,0.168,5.210,0.159,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280188_000237.jpg,0.909,0.083,1.826,0.085,2.698,0.091,3.569,0.098,4.486,0.100,5.358,0.106,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280188_000238.jpg,0.701,0.063,1.573,0.066,2.700,0.101,3.362,0.065,4.233,0.067,5.104,0.069,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280188_000239.jpg,0.868,0.063,1.739,0.060,2.656,0.051,3.528,0.048,4.399,0.045,5.998,0.000,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280188_000240.jpg,1.011,0.049,1.883,0.039,2.754,0.030,4.353,-0.026,5.224,-0.036,6.096,-0.046,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280188_000241.jpg,0.939,0.010,2.067,0.023,2.728,-0.027,3.599,-0.042,4.469,-0.058,4.700,-0.078,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280188_000242.jpg,0.763,-0.006,1.634,-0.027,2.505,-0.049,3.422,-0.076,4.293,-0.098,5.165,-0.119,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280189_000243.jpg,0.878,-0.025,1.749,-0.052,2.878,-0.053,2.850,-0.103,3.721,-0.130,4.637,-0.163,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280189_000244.jpg,1.044,-0.031,1.915,-0.061,3.512,-0.154,4.383,-0.184,5.254,-0.214,6.383,-0.219,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280189_000245.jpg,0.840,-0.028,1.711,-0.057,3.307,-0.147,4.178,-0.176,5.050,-0.204,6.179,-0.208,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280189_000246.jpg,0.793,-0.053,1.664,-0.081,2.581,-0.115,3.452,-0.144,4.323,-0.172,5.194,-0.200,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280189_000247.jpg,0.955,-0.053,1.827,-0.080,2.698,-0.106,4.295,-0.193,5.166,-0.220,5.357,-0.192,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280189_000248.jpg,0.749,-0.035,1.621,-0.055,2.492,-0.075,4.090,-0.149,4.961,-0.168,5.152,-0.139,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280189_000249.jpg,0.864,-0.013,2.462,-0.076,3.333,-0.089,4.205,-0.102,5.334,-0.085,5.267,-0.084,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280189_000250.jpg,0.837,-0.020,1.754,-0.032,2.625,-0.040,3.497,-0.047,4.368,-0.054,5.927,-0.055,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280189_000251.jpg,1.183,0.034,1.156,-0.017,2.027,-0.017,2.944,-0.023,3.816,-0.024,5.329,-0.008,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280190_000253.jpg,1.561,0.014,2.433,0.023,3.304,0.033,4.433,0.079,4.365,0.078,5.878,0.112,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280190_000254.jpg,0.851,0.019,1.722,0.028,2.594,0.037,3.465,0.045,5.023,0.073,5.167,0.113,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280190_000255.jpg,0.963,0.034,2.562,0.012,3.434,0.021,3.623,0.056,5.136,0.089,6.177,0.188,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280190_000258.jpg,0.862,0.028,1.734,0.038,2.605,0.048,4.163,0.077,4.307,0.117,5.991,0.242,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280190_000259.jpg,1.702,0.014,2.574,0.024,2.763,0.059,4.276,0.094,5.316,0.194,6.107,0.304,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280190_000260.jpg,0.923,0.029,1.795,0.042,2.923,0.093,2.855,0.092,4.368,0.132,5.409,0.237,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280190_000261.jpg,0.762,0.050,1.633,0.071,3.145,0.123,3.334,0.161,4.118,0.235,5.804,0.426,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280191_000262.jpg,0.873,0.086,1.745,0.113,3.302,0.173,3.445,0.216,5.126,0.373,4.973,0.469,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280191_000263.jpg,0.823,0.090,2.378,0.161,2.568,0.202,4.034,0.279,4.820,0.410,6.505,0.870,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280191_000264.jpg,0.931,0.112,2.058,0.191,1.990,0.188,3.501,0.266,4.540,0.397,5.283,0.578,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280191_000265.jpg,0.747,0.113,2.258,0.188,2.446,0.229,3.229,0.315,4.912,0.532,5.655,0.712,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280191_000266.jpg,0.838,0.138,2.395,0.211,2.538,0.255,4.217,0.427,4.064,0.521,5.704,0.788,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280191_000267.jpg,0.807,0.119,0.995,0.159,2.506,0.236,3.543,0.366,4.330,0.498,5.074,0.679,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280191_000269.jpg,1.398,0.181,1.587,0.222,2.370,0.306,4.053,0.519,4.797,0.698,5.452,0.928,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280192_000273.jpg,1.565,0.152,2.607,0.250,3.356,0.407,4.104,0.565,5.465,1.040,6.591,1.649,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280192_000279.jpg,1.016,0.111,1.810,0.189,2.564,0.318,4.450,0.981,3.910,0.737,5.773,1.586,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280192_000280.jpg,1.134,0.117,1.888,0.247,2.641,0.377,4.018,0.802,5.166,1.370,5.818,1.746,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280193_000281.jpg,0.927,0.119,1.681,0.250,2.435,0.381,3.811,0.806,4.959,1.375,5.609,1.752,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280193_000282.jpg,0.791,0.141,2.502,0.489,2.509,0.434,4.362,1.197,4.535,1.235,5.139,1.617,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280193_000283.jpg,0.584,0.140,2.295,0.489,2.302,0.434,4.155,1.197,4.328,1.235,4.932,1.617,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280193_000287.jpg,0.873,0.288,2.766,0.928,2.223,0.691,4.097,1.518,4.705,1.891,5.682,2.688,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280193_000288.jpg,0.672,0.260,2.573,0.877,2.027,0.647,3.911,1.451,4.523,1.817,5.510,2.602,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280193_000289.jpg,0.738,0.271,2.131,0.639,3.301,1.160,3.967,1.510,4.540,1.874,5.130,2.329,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280193_000290.jpg,0.518,0.241,1.916,0.589,3.094,1.093,3.764,1.434,4.343,1.790,4.939,2.236,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280194_000291.jpg,1.959,0.714,1.404,0.507,3.321,1.229,3.949,1.567,4.969,2.309,5.482,2.766,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280194_000292.jpg,0.645,0.293,2.065,0.638,2.743,0.953,3.871,1.527,4.482,1.952,5.437,2.736,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280194_000293.jpg,0.750,0.321,2.144,0.692,3.325,1.231,3.924,1.556,5.459,2.868,5.482,2.791,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280194_000294.jpg,1.919,0.657,2.095,0.672,2.744,0.972,3.905,1.543,4.444,1.967,5.931,3.316,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280194_000299.jpg,1.386,0.464,2.105,0.686,2.736,0.938,3.398,1.276,4.737,2.187,5.514,2.922,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280194_000300.jpg,1.217,0.418,1.940,0.627,2.574,0.869,3.243,1.196,4.596,2.084,5.386,2.806,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280195_000304.jpg,1.264,0.482,1.914,0.685,3.675,1.674,3.682,1.594,4.819,2.504,5.317,3.030,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280195_000305.jpg,0.643,0.353,1.891,0.693,2.501,1.006,4.218,2.048,4.745,2.504,5.251,3.020,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280195_000306.jpg,0.748,0.353,1.403,0.531,2.100,0.791,3.534,1.542,4.391,2.183,4.907,2.689,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280195_000307.jpg,1.077,0.426,1.781,0.669,2.913,1.164,3.480,1.535,4.652,2.439,5.180,2.933,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280195_000308.jpg,0.772,0.331,1.975,0.711,2.606,0.982,3.541,1.527,4.413,2.186,4.954,2.667,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280195_000309.jpg,0.590,0.277,1.801,0.627,2.439,0.882,3.388,1.402,4.276,2.040,4.829,2.507,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280196_000310.jpg,0.641,0.278,1.362,0.465,2.865,1.066,3.783,1.616,4.348,2.067,5.514,3.180,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280196_000311.jpg,0.583,0.252,2.481,0.941,2.476,0.860,3.746,1.574,4.323,2.011,5.028,2.610,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280196_000312.jpg,1.233,0.389,1.890,0.592,2.877,1.036,3.813,1.600,4.402,2.021,5.616,3.137,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280196_000313.jpg,0.672,0.251,1.868,0.563,2.485,0.842,3.784,1.552,4.382,1.958,5.109,2.584,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280196_000314.jpg,1.955,0.655,1.943,0.575,3.265,1.188,3.874,1.579,4.623,2.121,5.708,3.115,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280196_000315.jpg,0.664,0.248,2.585,0.832,3.209,1.143,3.827,1.518,4.442,1.957,5.163,2.573,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280196_000316.jpg,1.306,0.351,1.941,0.586,3.286,1.205,3.912,1.568,4.680,2.142,5.774,3.117,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280196_000317.jpg,1.613,0.445,2.609,0.836,3.241,1.187,4.575,2.093,5.202,2.574,5.060,2.563,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280196_000318.jpg,0.773,0.217,1.810,0.526,2.812,0.961,3.451,1.301,4.802,2.246,5.406,2.747,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280196_000319.jpg,0.565,0.171,1.608,0.458,2.620,0.873,3.266,1.199,4.637,2.115,5.250,2.603,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280197_000320.jpg,0.374,0.134,1.423,0.401,2.442,0.795,3.095,1.109,4.483,1.999,5.105,2.474,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280197_000322.jpg,1.016,0.274,2.053,0.619,2.720,0.901,4.150,1.723,4.795,2.168,5.444,2.677,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280197_000323.jpg,0.592,0.176,2.016,0.582,2.689,0.846,3.536,1.295,4.766,2.092,5.428,2.584,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280197_000324.jpg,1.432,0.348,2.112,0.595,2.962,0.959,4.240,1.689,4.907,2.100,4.809,2.204,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280197_000325.jpg,1.113,0.231,1.799,0.460,3.277,1.105,3.982,1.463,3.841,1.478,5.319,2.351,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280197_000326.jpg,1.483,0.338,2.174,0.549,3.054,0.933,4.340,1.633,5.039,2.073,5.774,2.540,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280197_000327.jpg,1.160,0.225,1.857,0.419,3.380,1.051,4.077,1.410,4.786,1.832,5.496,2.254,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280198_000329.jpg,0.633,0.065,1.339,0.221,2.062,0.440,2.943,0.791,4.323,1.411,5.054,1.794,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280198_000330.jpg,0.851,0.091,2.402,0.533,3.148,0.794,3.010,0.828,4.591,1.496,5.373,1.881,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280198_000331.jpg,0.664,0.035,2.226,0.437,2.979,0.678,2.842,0.716,4.440,1.343,5.231,1.707,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280198_000332.jpg,0.763,0.022,1.501,0.182,2.408,0.460,3.833,0.967,4.592,1.290,5.373,1.674,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280198_000333.jpg,0.702,-0.038,2.310,0.326,3.058,0.562,3.829,0.857,4.599,1.153,5.393,1.509,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280198_000334.jpg,0.662,-0.095,1.605,0.079,3.017,0.470,3.797,0.740,4.620,1.027,5.425,1.357,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280198_000335.jpg,0.961,-0.088,2.401,0.214,3.162,0.401,3.101,0.530,4.765,0.950,5.623,1.270,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280198_000336.jpg,0.748,-0.155,1.683,0.002,3.163,0.317,3.958,0.537,4.782,0.815,5.607,1.093,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280198_000337.jpg,1.588,-0.106,2.360,0.032,3.162,0.226,3.964,0.421,4.796,0.673,5.629,0.925,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280198_000338.jpg,0.838,-0.265,2.289,-0.062,3.097,0.104,3.950,0.283,4.791,0.505,5.632,0.727,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280199_000339.jpg,1.098,-0.275,2.601,-0.108,3.415,0.033,4.262,0.228,5.110,0.423,6.003,0.628,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280199_000340.jpg,0.903,-0.338,2.410,-0.211,3.226,-0.093,4.079,0.080,4.932,0.252,5.829,0.434,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280199_000341.jpg,1.252,-0.379,2.034,-0.333,1.997,-0.195,3.710,-0.083,4.612,0.077,5.468,0.228,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280199_000342.jpg,0.896,-0.466,0.779,-0.385,2.494,-0.318,3.361,-0.234,4.222,-0.105,5.082,0.024,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280199_000343.jpg,0.695,-0.505,0.579,-0.423,2.295,-0.387,3.164,-0.319,4.026,-0.206,4.889,-0.093,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280199_000344.jpg,1.573,-0.516,2.397,-0.471,3.262,-0.376,4.126,-0.281,5.037,-0.180,5.901,-0.085,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280199_000345.jpg,1.851,-0.533,2.722,-0.501,3.588,-0.424,4.454,-0.347,5.321,-0.270,6.233,-0.189,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280199_000346.jpg,1.648,-0.593,2.519,-0.578,3.387,-0.518,4.254,-0.457,5.122,-0.396,6.036,-0.332,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280199_000347.jpg,1.443,-0.634,2.314,-0.630,3.183,-0.582,4.052,-0.533,4.920,-0.484,5.834,-0.432,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280199_000348.jpg,0.596,0.852,0.557,1.722,0.519,2.591,0.478,3.505,0.440,4.374,0.402,5.244,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780280200_000349.jpg,0.617,0.965,0.583,1.880,0.551,2.750,0.519,3.619,0.486,4.534,0.454,5.403,1
